proposal_id,proposal_types,result,reduction_amount,freeze_amount,reason,description,frozen_status,frozen_history,frozen_report,budget_image_url,historical_proposals,historical_parent_proposal,merged_proposals,merged_parent_proposal,year,government_name,government_category,meetings,proposers,co_signers,budget_id,budget_project_name,budget_project_description,budget_major_category,budget_medium_category,budget_minor_category,budget_amount,last_synced_at
12288,凍結,通過,,1000000,"審計部指出，政府已針對公私場所等固定污染源開徵空氣污染防制費，並由環境部委託地方環保機關辦理費用核算、查核、追補繳及相關作業。惟近3年度各公私場所短報、漏報或誤報情形頻仍，待追補繳金額仍屬龐大，顯示現行申報查核、費用核算及追繳管理機制仍有不足。此外，相關帳務處理、內部控制及考核作業尚未臻周延，恐影響空氣污染防制費徵收公平性及基金收入穩定性。爰建請環境部督促地方政府環保機關加速辦理欠費清理、催繳及追補繳作業，並檢討強化申報查核、帳務管理、內控稽核及地方執行考核機制，以增裕空氣污染防制基金收入，落實污染者付費原則，並提升空氣污染防制成效。爰此，針對115年度空氣污染防制基金「空氣污染防制計畫」項下「固定污染源管制」預算編列3億1,189萬元，凍結100萬元，俟環境部向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【10】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳菁徽|邱慧洳,邱鎮軍,5692,,,空氣污染防制計畫,空氣品質管理,固定污染源管制,311890000,2026-08-22T13:30:11.160Z
12289,凍結,通過,,1000000,"辦理空氣品質有鑑於高雄土方處置爭議，在啟用南星計畫暫置區後雖暫時緩解，惟土方運輸過程中，每日仍有高達八、九百車次大型車輛頻繁行經沿海路、南星路等道路，形成嚴重移動污染源，並衍生揚塵、噪音、交通安全及道路負荷等問題，已影響周邊居民生活品質與健康。建請環境部針對土方運輸路線、車次頻率、車輛排放、揚塵防制及道路清洗等事項加強管制與稽查，並研議導入車輛分流、時段管制、即時監測及污染熱區管理措施，以降低大型車輛密集通行對當地環境及居民健康之衝擊。爰此，針對115年度空氣污染防制基金「空氣污染防制計畫」項下「移動污染源管制」預算編列16億5,993萬2千元，凍結100萬元，俟環境部向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【13】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳菁徽,邱鎮軍|邱慧洳,5696,,,空氣污染防制計畫,移動污染源管制,,1659932000,2026-08-22T13:30:11.160Z
12290,凍結,通過,,1000000,"審計部指出，惟部分空品區細懸浮微粒濃度減量未達分區目標，又高屏地區空氣污染物總量管制計畫之第二實施期程未能如期銜接，總量管制目標設定過於寬鬆，且未針對衍生性PM2.5之前驅化學物質設定管制目標，不利全面評量空氣品質，並積極促進有效改善我國空氣品質，爰此，針對115年度空氣污染防制基金「空氣污染防制計畫」項下「空氣品質管理」預算編列4億4,267萬2千元，凍結100萬元，俟環境部向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【17】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,楊曜,黃秀芳|劉建國,5697,,,空氣污染防制計畫,空氣品質管理,,442672000,2026-08-22T13:30:11.160Z
12291,凍結,通過,,1000000,"審計部指出，部分空品區細懸浮微粒（PM2.5）濃度減量未達分區改善目標，顯示我國空氣品質改善成效仍有區域落差。另高屏地區空氣污染物總量管制計畫第二實施期程未能如期銜接，且總量管制目標設定偏於寬鬆，恐削弱污染減量之實質效果。再者，現行管制內容尚未針對衍生性PM2.5之前驅化學物質，如硫氧化物、氮氧化物、揮發性有機物及氨等，設定明確管制目標，恐不利主管機關完整評估污染形成機制及改善成效。爰建請環境部檢討各空品區PM2.5減量目標達成情形，並儘速強化高屏地區總量管制計畫之期程銜接、目標設定及前驅物管制機制，以提升空氣品質治理效能，促進我國空氣品質持續改善。針對115年度空氣污染防制基金「空氣污染防制計畫」項下「空氣品質管理」預算編列4億4,267萬2千元，凍結100萬元，俟環境部向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【18】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳菁徽|邱慧洳,邱鎮軍,5697,,,空氣污染防制計畫,空氣品質管理,,442672000,2026-08-22T13:30:11.160Z
12292,凍結,通過,,3000000,"115 年度資源回收管理基金「資源回收管理計畫」預算編列 20 億 0,463 萬 5 千元，合併凍結 300 萬元，俟環境部就下列各案向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。",,,,,,,,12293|12294,,115,環境保護基金,環境部,2026/5/20,王育敏,廖偉翔|黃秀芳|劉建國|陳菁徽,5698,,,資源回收管理計畫,,,2004635000,2026-08-22T13:30:11.160Z
12293,凍結,通過,,3000000,"經查，環境部資源回收管理計畫於114年編列預算21億1,000萬元，最終決算數僅18億2,000萬元，預算執行率僅達86%，遠低於113年預算執行率96.8%，顯示目前預算與實際執行能力存在極大落差，爰針對115年度資源回收管理基金「資源回收管理計畫」預算編列20億0,463萬5千元，凍結300萬元，俟環境部提出檢討預算執行落差書面報告後，始得動支。【19】",,,,,,,,,12292,115,環境保護基金,環境部,2026/5/20,王育敏,廖偉翔|陳菁徽,5699,,,資源回收管理計畫,,,2110000000,2026-08-22T13:30:11.160Z
12294,凍結,通過,,3000000,"依海洋委員會海洋保育署成果報告書顯示，若可提供穩定、快速的廢漁網回收管道，即使沒有廢漁網回收獎勵金，漁民亦有意願將廢漁網進行回收，穩定、快速之廢漁網回收管道，攸關海洋廢棄物回收再利用之成效，從資源永續循環利用的角度出發，環境部應積極協助海洋委員會海洋保育署針對海洋廢棄物、廢漁網優化去化管道並增加政策誘因，爰此針對115年度資源回收管理基金「資源回收管理計畫」預算編列20億0,463萬5千元，凍結300萬元，俟環境部資源循環署向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【24】",,,,,,,,,12292,115,環境保護基金,環境部,2026/5/20,楊曜,黃秀芳|劉建國,5698,,,資源回收管理計畫,,,2004635000,2026-08-22T13:30:11.160Z
12295,凍結,通過,,1000000,"有鑑於「資源回收之宣傳輿溝通業務」之預算較114年度增加新臺幣240萬元，增加項目為「會費、捐助、補助、分攤、照護救濟與交流活動費」，惟其增加原因、補助對象、執行內容及預期效益尚待進一步釐清，環境部資源循環署應就預算增列之必要性及具體用途提出說明。另近年電子產品推陳出新，汰換週期持續縮短，電子廢棄物產生量亦逐年增加。據統計，臺灣廢棄電子電器類回收量已由106年12萬0,418.4公噸，增加至113年18萬0,403.9公噸，顯示電子電器廢棄物管理已成為資源循環政策之重要課題。惟目前仍有部分廢棄電子產品未循正規回收管道處理，恐衍生重金屬、有害物質逸散、非法拆解、資源流失及環境污染等問題，形成另類環境負擔。環境部資源循環署就電子廢棄物回收管理、流向追蹤、非法棄置查核、再使用及再資源化機制，提出具體改善方案及執行時程。爰此，針對115年度資源回收管理基金「資源回收管理計畫」項下「資源回收之宣傳與溝通業務」預算編列3,280萬元，凍結100萬元，俟環境部資源循環署向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【20】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳菁徽,邱鎮軍|邱慧洳,5700,,,資源回收管理計畫,資源回收之宣傳與溝通業務,,32800000,2026-08-22T13:30:11.160Z
12296,凍結,通過,,2000000,"有鑑於「資源回收調查、評估與規劃、輔導」項下、服務費用預算較114年度增加新臺幣6,075萬5千元，增幅甚鉅，環境部資源循環署應就預算增列之必要性、委辦內容、執行項目、預期效益及績效指標提出具體說明。再者，一次用產品、產品包裝及網購包裝以及廢棄物等之減量成果仍未臻理想。根據統計，我國塑膠類垃圾占比逐年上升，已由107年之18%，增加至111年之28.4%；另一般廢棄物產生量亦持續攀升，由109年984萬9,675公噸，增加至113年1,176萬3,891公噸,創近5年新高;114年1至9月更已達879萬4,039公噸，顯示我國源頭減量政策仍有待強化。爰要求環境部資源循環署，針對一次用產品、塑膠袋、產品包裝及網購包裝等廢棄物減量政，提出具體改善措施，並研議提升塑膠袋使用成本、推動無包裝或低包裝銷售模式、強化網購包裝減量規範、擴大業者源頭減量責任及建立量化績效指標等作法，向立法院社會福利及衛生環境委員會提出書面報告。爰此，針對115年度資源回收管理基金「資源回收管理計畫」項下「資源回收調查、評估與規劃、輔導」預算編列3億5,614萬4千元，凍結200萬元，俟環境部資源循環署向立法院社會福利及衛生環境委員會1個月內提出書面報告後，始得動支。【25】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳菁徽,邱鎮軍|邱慧洳,5701,,,資源回收管理計畫,資源回收調查、評估與規劃、輔導,,356144000,2026-08-22T13:30:11.160Z
12297,凍結,通過,,500000,115年度水污染防治基金「服務費用」項下「旅運費」預算編列192萬1千元，經查，環境部114年旅運費預算195萬1千元，決算僅執行68萬8千元，預算執行率僅約35%，而115年相關預算卻未依實際決算數進行檢討，仍有預算浮編之狀況，爰針對是項預算凍結50萬元，經提出書面報告後，始得動支，以撙節政府開支。【33】,,,,,,,,,,115,環境保護基金,環境部,2026/5/20,王育敏,邱鎮軍|廖偉翔,5702,,,服務費用,旅運費,,1921000,2026-08-22T13:30:11.160Z
12298,凍結,通過,,1000000,"經查「環境教育策略之推動、檢討及精進」計畫之預算從前一年度的5,270萬元暴增到115年度的8,479萬元。其中，「專業服務費」更是從3,695萬1千元，飆升至6,161萬7千元，考量環境教育推廣是常態性業務，應在配合重大政策或新增全國性大型專案的情況下，始得增列經費。爰針對115年度環境教育基金「環境教育推動計畫」項下「環境教育策略之推動、檢討及精進」預算編列8,479萬2千元，凍結100萬元，請環境部於3個月內向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【38】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,蘇清泉|王育敏,廖偉翔,5703,,,環境教育推動計畫,環境教育策略之推動、檢討及精進,,84792000,2026-08-22T13:30:11.160Z
12299,凍結,通過,,500000,"115年度環境教育基金「環境教育推動計畫」項下「推動環境教育扎根培力計畫」預算編列9,685萬3千元。近年淨零綠生活的成效主要推動環保集點部分，其中環保集點 (Green Point) 普及部分，透過 App 獎勵機制帶動綠色消費，目前會員數已突破百萬人，串聯通路包含四大超商、大型超市及大眾運輸系統。經查，環保集點APP收穫許多評論反應，如APP使用容易卡頓、APP的點選反應很延遲、點選會員鍵無法點選等。相關活動的確受到民眾喜愛，但程式應用尚有相當改進之處，應盡速改善提升APP完善度，便利民眾使用。爰此，提案凍結50萬元，俟環境部向立法院社會福利及衛生環境委員會於2個月提出書面報告後，始得動支。【43】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,黃秀芳,楊曜|王正旭,5704,,,環境教育推動計畫,推動環境教育扎根培力計畫,,96853000,2026-08-22T13:30:11.160Z
12300,凍結,通過,,2000000,"115年度溫室氣體管理基金「服務費用」項下「專業服務費」預算編列7億5,696萬1千元。依據《溫室氣體管理基金各項費用彙計表》顯示，本年度專業服務費從去年的2億7,800萬元，飆升至7億5,600萬元，暴增將近4億7,900萬元，經查，115年度因應氣候變遷計畫之專業服務費內容，與114年度相關計畫內容並無顯著差別及重大新增業務，預算增加原因尚待說明，爰凍結專業服務費預算200萬元，向立法院社會福利及衛生環境委員會提書面報告後，始得動支。【44】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,蘇清泉|王育敏,廖偉翔,5705,,,服務費用,專業服務費,,756961000,2026-08-22T13:30:11.160Z
12301,凍結,通過,,1000000,"115年度溫室氣體管理基金「因應氣候變遷計畫」項下「溫室氣體排放管理」預算編列19億8,565萬3千元。為達成2050淨零碳排為因應氣候變遷危機之國際共識，各國正加速推動能源、產業、交通與生活轉型，並將科技研發視為關鍵驅動力。推動國家淨零轉型需高度跨領域整合與跨部門協作，在臺灣淨零科技方案推動小組的指導下，財團法人台灣經濟研究院於3月13日舉辦「2025前瞻淨零科技論壇」，邀集國內產官學研專家學者，齊聚討論包括複合式海域能源、低碳氫(氨)能、淨零智慧電網、前瞻地熱推動、產業設備整合AIoT創新節電、碳封存整合社會治理、生物質能資源化、基盤設施與建成環境淨零轉型等八大複合式淨零科技議題。論壇所探討之複合式議題聚焦2030年前具落地潛力的科技，透過場域驗證技術可行性、社會接受與環境友善，建立技術信心與應用基礎。惟對於「碳封存整合社會治理」議題，該論壇未見具體明確之結論與方向。亦未見氣候變遷署就如何推動碳封存的整合社會治理，對外界明確說明，使民眾對此議題難以親近及認同，亦不知如何參與配合。爰凍結環境部氣候變遷署溫室氣體排放管理100萬元，待提出如何精進說明碳封存的整合社會治理具體內涵後，始得動支。【46】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳瑩,林月琴|王正旭,5706,,,因應氣候變遷計畫,溫室氣體排放管理,,1985653000,2026-08-22T13:30:11.160Z
12302,凍結,通過,,1000000,"115年度溫室氣體管理基金「因應氣候變遷計畫」項下「溫室氣體排放管理」中「服務費用」之「專業服務費」編列「精進溫室氣體排放量盤查登錄與管理制度工作」預算2,100萬元。用以精進溫室氣體排放量盤查登錄與管理制度工作。為推動第三者查驗機構執行溫室氣體確證及查證工作，氣候變遷署修法放寬查驗機構應具備之條件，查驗人員應具備之學歷、經歷、整併簡化許可查驗項目等，並陸續辦理查驗人員相關訓練，惟目前查驗機構取得許可查驗項目之涵蓋率仍皆未及八成，爰環境部仍應持續積極輔導查驗機構拓展查驗項目範圍，俾提升許可項目之涵蓋率，以健全溫室氣體查驗體系。爰凍結100萬元，俟環境部於1個月內向社會福利及衛生環境委員會提出書面報告。【48】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍,王育敏|邱慧洳,5707,,,因應氣候變遷計畫,溫室氣體排放管理,服務費用 > 專業服務費,21000000,2026-08-22T13:30:11.160Z
12303,凍結,通過,,1000000,"115年度溫室氣體管理基金「因應氣候變遷計畫」項下「減量及誘因制度推動」預算編列2億3,929萬9千元。審計部總決算審核報告指出，環境部為避免企業進行「漂綠」，雖已發布企業宣告碳中和指引，惟相關監督、查核及審查機制尚未臻完備，恐不利主管機關檢視企業碳中和宣告之真實性、完整性及有效性，亦可能影響社會大眾對淨零政策及企業減碳承諾之信任。爰此，建請環境部氣候變遷署參考國外碳中和宣告、碳權使用、第三方查證及漂綠防制等相關制度，儘速研議建立企業碳中和宣告之審查、揭露及追蹤管理機制，強化查核標準與違規處理措施，以避免企業以不實或誤導性宣稱規避減碳責任，並促進我國2050淨零排放政策目標之落實。爰此，提案凍結預算100萬元，俟環境部氣候變遷署向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【49】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳菁徽,邱鎮軍|邱慧洳,5708,,,因應氣候變遷計畫,減量及誘因制度推動,,239299000,2026-08-22T13:30:11.160Z
12304,凍結,通過,,3000000,"氣候變遷調適工作複雜、重要且迫切，對於受到地形、產業等挑戰嚴峻的地方縣市政府，中央主管機關應主動協助輔導提出相關工作計畫，並投入資源以合作解決氣候變遷之調適課題。經檢視近年相關地方縣市執行成果，未見環境部氣候變遷署主動輔導之效。因應地方特性，如：台東焚風對健康及農業之衝擊，隨著台灣日益暖化更加大危害。爰針對115年度溫室氣體管理基金「因應氣候變遷計畫」項下「氣候變遷調適韌性建構」預算編列7億4,052萬8千元，凍結300萬元，俟環境部主動向立法院社會福利及衛生環境委員會提出協助部分調適嚴峻地方政府之書面規劃報告後，始得動支。【50】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,陳瑩,林月琴|王正旭,5709,,,因應氣候變遷計畫,氣候變遷調適韌性建構,,740528000,2026-08-22T13:30:11.160Z
12305,凍結,通過,,1000000,"115年度溫室氣體管理基金「因應氣候變遷計畫」項下「氣候變遷調適韌性建構」預算編列7億4,052萬8千元，用以辦理氣候變遷調適韌性建構相關業務。有鑑於政府為健全我國因應氣候變遷能力，陸續建立國家氣候變遷調適推動機制，並分年編列預算執行各項調適工作，由不同調適領域工作分組之彙整機關，負責撰擬各調適領域之行動方案，惟因應氣候變遷調適工作推動以來，我國國家氣候變遷調適方案由各調適領域機關所彙整之調適行動計畫缺乏上位審查機制，以供各調適領域彙整機關審查各項調適行動計畫與氣候變遷調適之關聯性及合宜性，除有限資源難以為最適配置外，亦恐難以有效避免不當調適，允待檢討善策，俾達強化調適能力及減少脆弱度之目標。爰針對是項預算凍結100萬元，俟環境部於3個月內向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【52】",,,,,,,,,12332,115,環境保護基金,環境部,2026/5/20,邱鎮軍,王育敏|邱慧洳,5709,,,因應氣候變遷計畫,氣候變遷調適韌性建構,,740528000,2026-08-22T13:30:11.160Z
12306,凍結,通過,,1000000,"115年度溫室氣體管理基金「因應氣候變遷計畫」項下「氣候變遷調適韌性建構」預算編列7億4,052萬8千元，用以辦理氣候變遷風險評估專案合作計畫。經查環境部所擬「國家氣候變遷調適行動計畫（112至115年）」係依循「氣候變遷因應法」相關規定，連結氣候風險評估結果，並視需求端提出調適計畫落實推動，惟間有透過調適行動計畫進行長期監測或相關調查研究，蒐集氣候變遷衝擊相關影響數據並建置資料庫，以作為辦理風險評估後續作業之依據，或直接以氣候變遷風險評估取代調適行動計畫辦理項目之情形。爰環境部應落實規劃階段應有之風險評估作業，以完備健全我國因應氣候變遷之調適基礎能力，降低脆弱度並強化韌性。爰針對是項預算凍結100萬元，俟環境部於1個月內向立法院社會福利及衛生環境委員會提出書面報告後，始得動支。【53】",,,,,,,,,12332,115,環境保護基金,環境部,2026/5/20,邱鎮軍,王育敏|邱慧洳,5709,,,因應氣候變遷計畫,氣候變遷調適韌性建構,,740528000,2026-08-22T13:30:11.160Z
12307,主決議,通過,,,"環境保護基金115年度預算案於各計畫之「水電費」及「一般服務費」分別編列1,483萬3千元及4億1,430萬7千元；跟據立法院預算中心分析指出，環境部所屬機關部分由公務與基金預算共同分攤支應之辦公廳舍所需費用，有未依相關規定確實執行情形。包括：(一)環境保護基金與公務預算共同分攤之辦公廳舍費用，部分缺乏明確分攤原則。(二)部分費用各年度分攤比率懸殊，另部分未確實依所編預算合理分攤，致基金超預算負擔，與相關規定有悖。環境部所屬各機關因兼辦基金業務，部分辦公廳舍所需支應費用以共同分攤方式辦理，惟間有因分攤原則未臻明確，致各年度預算分攤比率懸殊，及未依相關規定依所編預算執行之情形，允待檢討合宜之分攤機制並加強管控，以資適法。環境部由公務及基金分攤，請環境部定期檢視滾動分攤合理性。【1】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍,王育敏|邱慧洳,5710,,,水電費,一般服務費,,14833000,2026-08-22T13:30:11.160Z
12308,主決議,通過,,,"115年度空氣污染防制基金「空氣污染防制計畫」項下「固定污染源管制」預算編列3億1,189萬元，用以辦理固定污染源管制相3關業務。經查環境部自104年度起即推動「高屏地區空氣污染物總量管制計畫」，惟該計畫第1實施期程於107年6月29日屆期後，迄114年8月底止已逾8年仍未能以第2實施期程銜接賡續辦理，依「空氣污染防制法」第8條第4項規定：「第2項污染物容許增量限值、第2項、第3項污染物排放量規模、第3項既存固定污染源污染物排放量認可之準則、新設或變更之特定大型污染源種類及規模、最佳可行控制技術、最低可達成排放率控制技術、前項實際削減量差額認可、保留、抵換及交易之辦法，由中央主管機關會商有關機關定之。」期間環境部雖發布「高屏地區空氣污染物總量管制計畫修正公告施行前過渡期間執行原則」以為過渡期間之替代方案，惟既存固定污染源空氣污染物實際排放量超逾目標值之情形頻仍，允待積極妥處，俾達空氣污染減量目標。爰請環境部於3個月內提出總量管制執行成果書面報告至立法院社會福利及衛生環境委員會。【9】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍|邱慧洳,王育敏,5711,,,空氣污染防制計畫,固定污染源管制,,311890000,2026-08-22T13:30:11.160Z
12309,主決議,通過,,,"115年度空氣污染防制基金「空氣污染防制計畫」項下「固定污染源管制」計畫編列專業服務費1,395萬5千元，用以執行固定污染源事業管理及區域治理計畫。經查環境部為提升高屏地區既存固定污染源減量成效，於110年7月9日修正發布「固定污染源空氣污染物實際削減量差額認可保留抵換及交易辦法」，以健全固定污染源空氣污染物實際削減量差額抵換交易制度與市場機制，惟迄今仍有既存固定污染源採行減量措施比率未及一成、空氣污染削減量差額抵換件數及抵換量皆偏低之情事，允待研謀改善，俾提升既存固定污染源總量管制及排放交易制度運作效能，以達空氣污染物減量目標。爰請環境部於3個月內提出總量管制執行成果書面報告至立法院社會福利及衛生環境委員會。【12】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍|邱慧洳,王育敏,5712,,,空氣污染防制計畫,固定污染源管制,,13955000,2026-08-22T13:30:11.160Z
12310,主決議,通過,,,"空氣污染防制基金115年度預算案於「空氣污染防制計畫-03移動污染源管制」計畫編列專業服務費，用以辦理「使用中汽(機)車污染管制及排氣檢驗站品質管理計畫」1,600萬元、「機車排氣分析儀巡迴查核檢校計畫」875萬元及「機動車輛污染檢驗測定機構技術能力查驗計畫」275萬元，合共2,750萬元。環境部為減少老舊機車空氣污染排放，除提供誘因鼓勵民眾淘汰老舊車輛外，亦推動老舊機車定期檢驗，惟二行程機車淘汰速度趨緩，迄今尚有24萬5,339輛二行程老舊機車，其到檢率皆僅四成餘且空氣污染排放檢驗不合率偏高，允宜探究淘汰速度趨緩原因並研謀善策，以提升民眾淘汰老舊車輛意願，俾利改善國內空氣品質，逐步達成國家淨零碳排之目標。請環境部於1個月內向社會福利及衛生環境委員會提出老舊車輛污染改善策進作法之書面報告。【14】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍|邱慧洳,王育敏,,,,,,,,2026-08-22T13:30:11.160Z
12311,主決議,通過,,,"空氣污染防制基金115年度預算案於「空氣污染防制計畫-03移動污染源管制」計畫編列專業服務費1,500萬元，用以辦理推動使用中柴油車污染管制措施及油品採樣分析檢討專案計畫。鑑於國內移動污染源排放細懸浮微粒(PM2.5)統計資料，以1至3期大型柴油車排放量占比最高，環境部自108年度起推動1至3期大型柴油車調修燃油控制系統補助，並經數次展延辦理期程至114年12月31日，惟截至114年8月底止，環境部補助使用中1至3期老舊大型柴油車改善調修981輛，該部推估需改善車輛(1萬輛)未及一成；加以近四成無汰舊換新或改善調修之1至3期老舊大型柴油車未曾接受排煙檢測，環境部恐難掌握其空氣污染真實排放情形，允待檢討策進，俾有效降低移動污染源污染物排放量。請環境部於1個月內向社會福利及衛生環境委員會提出老舊大型柴油車污染改善措施。【15】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍|邱慧洳,王育敏,5713,,,空氣污染防制計畫-03移動污染源管制,,,15000000,2026-08-22T13:30:11.160Z
12312,主決議,通過,,,臺灣長期重視室外空氣品質，卻忽略室內空品的重要性。同時「室內空氣品質管理法」自100年立法完成後，至今15年完全沒有再修正過，也因此臺灣室內空品長期處於停滯不前，無法與國際接軌的狀態。此一問題，環境部應積極快速的面對室內空品，首要除重新檢視「室內空氣品質管理法」，同時亦應建立「跨部會室內環境健康治理平台」，惟學校、幼兒園、托嬰中心、長照機構、醫療院所等場所規模較小，人力及檢測經費不足，建請環境部推動分級管理，保障敏弱族群室內空氣品質之安全。爰請環境部於3個月內提出「室內空氣品質管理法」修正重點，並提出精進作為書面報告。【16】,,,,,,,,,,115,環境保護基金,環境部,2026/5/20,劉建國,林月琴|王正旭,,,,,,,,2026-08-22T13:30:11.160Z
12313,主決議,通過,,,"資源回收管理基金115年度預算案於「資源回收管理計畫-04補助及獎勵回收清除處理暨再生利用」計畫編列「捐助、補助與獎助」3億4,500萬元，用以辦理執行機關資源回收貯存場優化暨細分類場興建、換購低污染資源回收車輛，其中2億2,000萬元係辦理「113至116年度環境部資源循環署補助直轄市、縣(市)環境保護機關辦理資源回收貯存場優化、遷場暨細分類廠興建計畫」。經查資源回收管理基金自108年度起持續藉由補助地方政府辦理資源回收貯存場優化與遷廠及興建細分類場，增加地方政府資源回收分類項目與提升分類物之價值，並進行既有貯存場之環境改善工作，以翻轉髒臭印象，惟截至114年8月底止進度多有落後，預算執行亦未能如期，本計畫113年度執行率僅26.66%，114年截至8月底止，當年度預算執行數占編列數亦僅10.41%，執行量能恐有不足，因此115年度預算案所編2億2,000萬元，允宜審酌執行量能妥為商榷。爰請環境部資源循環署於1個月內向立法院社會福利及衛生環境委員會提出詳細說明及如何改善執行率報告。【26】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍,王育敏|邱慧洳,5714,,,資源回收管理計畫-04補助及獎勵回收清除處理暨再生利用,113至116年度環境部資源循環署補助直轄市、縣(市)環境保護機關辦理資源回收貯存場優化、遷場暨細分類廠興建計畫,,345000000,2026-08-22T13:30:11.160Z
12314,主決議,通過,,,"根據115年度中央及地方政府預算籌編原則所規範政府預算收支之基本原則，特別收入基金應在法律或政府指定之財源範圍內，妥善規劃整體財務資源，並設法提升資源使用效率，以達成基金設立目的。有鑑於水污染防治基金近5年連年短絀，財務狀況持續未能有所改善(經查該基金110年度決算尚有賸餘2億3,557萬7千元，惟111年度首次由預算賸餘轉為決算短絀3,212萬8千元，隨後即逐年增加至113年度決算短絀5,579萬8千元，114及115年度亦預計將產生短絀4,159萬4千元及1,714萬3千元)。爰請環境部依上開規定，於1個月內向立法院社會福利及衛生環境委員會提出開源節流書面報告，俾促進基金財務健全。【35】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,邱鎮軍,王育敏|邱慧洳,,,,,,,,2026-08-22T13:30:11.160Z
12315,主決議,通過,,,"環境教育基金項下環境教育推動計畫4億2,530萬4千元，113至115年第一季的補助資料顯示，在排除地方政府與學校後，民間團體與企業的受補助狀況呈現極度不均。單筆核定計畫前50名清單中，「北美環境教育學會」單一計畫即獲得1,172萬5,000元的鉅額捐助。這筆預算對國內基層環教推廣的實質助益為何？為何國外組織的補助額度遠超國內專業環保團體？前10大受補助對象中，有多個單位是以不同計畫名稱重複領取，如「中華民國運動休閒推廣協會」累計領取超過510萬元。這是否有「預算切分、多頭申報」以規避上限的問題？承辦的HBL聯賽、美津濃接力賽、環法自行車挑戰賽，皆屬商業成熟、且具備高度贊助吸引力的活動。這些活動多數已向參與者收取報名費，並有商業贊助。為何環境部還要編列百萬預算「補助」其辦理所謂的「環教推廣」？這是否符合社會公平正義？「日月光半導體」領取74萬、「台糖公司」各處累計領取近150萬、「來來超商（OK便利店）」領取80萬。請環境部於1個月內提供「運動休閒推廣協會」及「北美環境教育學會」近3年的結案報告送立法院社會福利及衛生環境委員會。【36】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,蘇清泉,盧縣一|王育敏,,,,,,,,2026-08-22T13:30:11.160Z
12316,主決議,通過,,,"環境教育推動計畫中，單是「媒體宣導」就編列了1,457萬3千元，佔基金媒體宣導費總額的三分之一。請問部會如何評估這些媒體投放（報章、電視、網路）對民眾行為改變的實際影響力？是否有具體的KPI（如觸及率之外的認知度提升指標）？預算內容多次提到「製作影片、文稿，藉由報章、雜誌、電視及網路」宣導。請問環境部在面對年輕族群與高齡族群時，如何分配不同媒體的投放預算？是否仍大量依賴傳統媒體（如報章、雜誌）而導致宣導效果不佳？對比114年度，115年度的媒體宣導預算是否有顯著增長？特別是在「環境教育」與「氣候變遷」項目中，宣導內容是否與往年雷同？如何避免每年編列高額預算製作類似的宣導素材，造成公帑浪費？機關應為利政府經費花在刀口上，發揮更大效益。爰於1個月內向立法院社會福利及衛生環境委員會提出書面報告。【37】",,,,,,,,,,115,環境保護基金,環境部,2026/5/20,蘇清泉,盧縣一|王育敏,,,,,,,,2026-08-22T13:30:11.160Z
